"LogicalRef","Name","Address","Phone","Website","Email","InCharge","City","District","Personnel","PartnerType"
"1259825","DAREN BİLİŞİM TEKNOLOJİLERİ TİCARET LİMİTED ŞİRKETİ","ALAADDİNBEY MH. 632.SK. NO:6/A","02245320396","www.niluferyazilim.com","muhasebe@niluferyazilim.com","UĞUR NALBANTOĞLU","BURSA","NİLÜFER","10","Bulut Çözüm Geliştirme, Bulut İş Ortağı, Çözüm Geliştirme, Kobi"
"1260680","SEVENHILLS CPA AUDIT AND CONSULTING LLC","CUMHURİYET MAH. FATİH SULTAN MEHMET BUL. CADDE 224 SİTESİ A\\nBLOK NO: 41A/A NİLÜFER / BURSA","02245049498","www.kodderp.com","zafer.korkmaz@kodderp.com","ZAFER KORKMAZ","BURSA","NİLÜFER","2","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"1260746","SEVENHILLS CPA AUDIT AND CONSULTING LLC","2204 MORRİS AVE UNİON NEW JERSEY","9085149084","www.sevenhillscpa.com","info@sevenhillscpa.com","CENGİZ KARAKAŞ","NEWYORK","*","10","Yurt Dışı İş Ortağı"
"1261533","MERVE ÇAPAN","2.OSB TEKNOPARK C BLOK NO:58 ŞEHİTKAMİL GAZİANTEP","05536096627","www.nemesisyazilim.com","merve.capan@nemesisyazilim.com","MERVE ÇAPAN","GAZİANTEP","ŞAHİNBEY","1","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"1262552","ARES DİJİTAL DÖNÜŞÜM TİCARET LİMİTED ŞİRKETİ (1)","CAMİ MAH. SİNAN SOKAK K BLOK NO:2 İÇ KAPI NO:4","05325410025","www.wmsdanismanlik.com","ayhan.cakmak@wmsdanismanlik.com","AYHAN ÇAKMAK","KOCAELİ","GEBZE","2","Fonksiyonel İş Ortağı – Depo Yönetimi"
"1265597","YK YAZILIM PROJE VE DANIŞMANLIK HİZMETLERİ TİCARET VE SANAYİ LTD.ŞTİ.","MÜCAHİTLER MAH. 5235 NOLU SOKAK NO:6","05300494440","www.profse.com","info@profse.com","SERDAR İKİZOĞLU","GAZİANTEP","ŞEHİTKAMİL","3","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"1265787","ALARKO DİJİTAL TEKNOLOJİ ÇÖZÜMLERİ ANONİM ŞİRKETİ","KIZILARIK MAH. 2751 SOKAK NO:166","05355089134","ykyazilim.com.tr","info@ykyazilim.com.tr","YUNUS KÖSE","ANTALYA","MURATPAŞA","2","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"127163","RASİM YÜKSEL-DSY DANIŞMANLIK VE DESTEK HİZMETLERİ","KARDELEN MAH. RENKLİEVLER SİTESİ. 2051. CAD.  15045 ADA NO:1/61 BATIKENT","03123430230","www.dsydanismanlik.com","murat@prolandbilgisayar.com","MURAT ARSLAN","ADANA","SEYHAN","4","Çözüm Geliştirme, Fonksiyonel İş Ortağı  - CRM, Fonksiyonel İş Ortağı – Depo Yönetimi, Fonksiyonel İş Ortağı – İnsan Kaynakları, Fonksiyonel İş Ortağı - İş Akış Yönetimi, Kurumsal, Objects Çözüm Geliştirme"
"1272971","BERKA BİLİŞİM TEKNOLOJİLERİ TİCARET LİMİTED ŞİRKETİ","1729 SOKAK, MERKEZ, TEKNOKENT, 5, 5/7 -","02462323362","www.zensoft.com.tr","info@zensoft.com.tr","FATİH UYSAL","ISPARTA","MERKEZ","4","Bulut Çözüm Geliştirme, Çözüm Geliştirme, LPT Çözüm Geliştirme, Objects Çözüm Geliştirme"
"127721","ÇAĞ BİLGİ TEKNOLOJİLERİ YAZILIM SANAYİ VE TİCARET ANONİM ŞİRKETİ","SİTELER MAH. 1313 SK. NO:8/21B","02422448788","http://www.zedyazilim.com/","muharrem@zedyazilim.com","MUHARREM YILDIRIM","ANTALYA","KONYAALTI","3","Kobi"
"12792","ATILIM DANIŞMANLIK BİLGİ SİSTEMLERİ YAZILIM İNŞ. SAN. VE TİC. LTD. ŞTİ.","TURAN GÜNEŞ BULVARI 701. SOKAK NO:7/8 YILDIZ NO: 7/8 YILDIZ NO: 7/8 YILDIZ NO: 7/8 YILDIZ","03124429818","www.anatolia-cte.com","alper@anatolia-cte.com","ALPER UMUT KESKİN","ANKARA","ÇANKAYA","7","Fonksiyonel İş Ortağı – İnsan Kaynakları, Kurumsal"
"1295184","INNOVATECH OTOMASYON SİSTEMLERİ SANAYİ VE TİCARET A.Ş.","ÇERKEZKÖY ORGANİZE SANAYİ BÖLGESİ 3 CADDE NO:10","02827582525","","","ÖZKAN GÖZÜBÜYÜK","TEKİRDAĞ","ÇERKEZKÖY","3","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"1297053","DATASOURCE VERI YÖNETIM ÇÖZÜMLERI VE YAZILIM TEK. DAN.LTD.STI","MUSTAFA KEMAL MAH. 2139 CAD. NO: 24 İÇ KAPI NO: 19\\nÇANKAYA/ ANKARA","05335437097","www.veriyonetim.com","info@veriyonetim.com","YASİN ATMACA","ANKARA","ÇANKAYA","5","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"13036","ATLANTİS BİLGİSAYAR ELEK. TİC. - FATİH SARIZ","PROF. DR. RECEP AKDAĞ CAD. NO: 1/1","08504404442","www.ascom.net.tr","ascom@ascombilgisayar.com","ALİ RIZA BEKTAŞ","ERZURUM","YAKUTİYE","10","Çözüm Geliştirme, Kobi, Objects Çözüm Geliştirme"
"1306030","Data Solutions  LLC","","+994505508805","www.datasolutions.az","elshad.eyvazli@ress.az","ESHAD EYVAZLI","BAKÜ","*","4","Yurt Dışı İş Ortağı"
"131143","PRONIC YAZILIM OTOMASYON BİLGİSAYAR ELEKT. DANIŞ. SAN. TİC. LTD. ŞTİ.","ERCİYES ÜNİ. TEKNOPARK GELİŞTİME BÖLG. İDARİ BİNASI VE İNKÜBATÖR MERK.-3 NO:321","03522212510","www.zirvebilisim.com.tr","info@zirvebilisim.com.tr","YAKUP ÖZER","KAYSERİ","MELİKGAZİ","8","Kurumsal"
"1314396","MURAT TURAN / CYBERKOD YAZILIM","DERECİK MAH. RECEP TAYYİP ERDOĞAN BULVARI NO 52 SAMSUN İLKADIM","05384456161","www.cyberkod.com","info@cyberkod.com","SALİH ULUDOĞAN","SAMSUN","İLKADIM","6","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"131519","NOVOSOFT YAZILIM TEKNOLOJİLERİ BİLİŞİM SAN. VE TİC A.Ş.","KEMAL NEHROZOĞLU CAD. GOSB TEKNOPARK HİBRİT 1 B3","02627515252","www.novosoft.com.tr","ilker.er@novosoft.com.tr","ORKUN ALTINAY","KOCAELİ","GEBZE","10","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"132517","KAYA SİSTEM DANIŞMANLIK VE OTOMASYON - ZAFER KAYA","BARBAROS MAH. KENTPLUS SİTESİİ A3 BLOK NO:10","","www.kayasistem.com","istemihan@bilserbilisim.com.tr","İSTEMİ HAN KARTAL","MUĞLA","BODRUM","5","Kurumsal"
"133004","MUTLU YILMAZ","DUTLUBAHÇE MH.751 SK.ARAS APT.NO:2/A","05336537744","www.bayrakbilgisayar.com","h.bayrak@bayrakbilgisayar.com","HÜSEYİN BAYRAK","ANTALYA","MURATPAŞA","3","Kobi"
"1330828","QUANTUM BTECH MMC","Ziya Bunyadov str. 1965, Baku, Azerbaijan","+994123111615","www.beitpartners.com","ahmet.dost@mr11bilisim.com","Mecid Cabbarov","BAKÜ","*","1","Yurt Dışı İş Ortağı"
"1331297","Clomerce Teknoloji Anonim Şirketi","BİLİŞİM VADİSİ, DENİZ CD. NO:143/5/75","05322445459","clomerce.com","faruk.ozturk@clomerce.com","Faruk ÖZTÜRK","KOCAELİ","GEBZE","4","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"133465","SEKMAN BİLİŞİM YAZILIM EĞİTİM DANIŞMANLIK HİZMETLERİ SANAYİ VE TİCARET LTD. ŞTİ.","KASIMPAŞA MAH. GAZLIGÖL CAD. NO:115/B","02722121505","www.destekpark.com.tr","info@destekpark.com.tr","MUTLU YILMAZ","AFYONKARAHİSAR","MERKEZ","4","Kobi"
"133587","YİĞİT BİLİŞİM YAZILIM VE DAN. HİZM. - HAYATİ BULUK","REŞATBEY MAH. 62010 SOKAK CEM APT. NO:35/1","03223591718","www.sekmanbilisim.com","ugur@sekmanbilisim.com","UĞUR SEKMAN","ADANA","SEYHAN","1","Kobi"
"134182","ESOURCE BILISIM TEKNOLOJILERI DANIŞMANLIK EĞİTİM HİZMETLERİ SANAYİ VE TİCARET LTD.ŞTİ.","SEHIT ILKNUR KELES SOK.HUSEYIN BAGDATLIOGLU PLAZA NO:5/4 KOZYATAGI","03522280048","www.pronic.com.tr","muhasebe@pronic.com.tr","HÜSNE KUŞCU","KAYSERİ","MELİKGAZİ","25","Bulut İş Ortağı, Çözüm Geliştirme, Kurumsal, Objects Çözüm Geliştirme"
"1369236","GEA CODING B.V","GÖKSU MAH. GAZİ BLV. SELÇUK ECZA DEPOSU NO: 465 IÇ KAPI NO: 9 KEPEZ/ ANTALYA","02423239491","www.log10.com.tr","funda.arik@log10.com.tr","FUNDA GÜLÜN ARIK","ANTALYA","KEPEZ","8","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"1371455","GEA CODING B.V","SIERENBORCH 4B 1043 BA","05327234678","","emin.karagulle@geacoding.com","Emin Karagulle","AMSTERDAM","*","1","Fonksiyonel İş Ortağı, Yurt Dışı İş Ortağı"
"1371806","TEYFİK EREN EREZ","YENİ MAH. 33158 SK. NARCAN SİTESİ B BLOK NO: 7 B İÇ KAPI NO: 4 MEZİTLİ/ MERSİN","05416244723","www.teeyazilim.com","eren@teeyazilim.com","TEYFİK EREN EREZ","MERSİN","MEZİTLİ","1","Çözüm Geliştirme, Netopenx Çözüm Geliştirme"
"138701","MEFAPEX BİLİŞİM TEKNOLOJİLERİ LİMİTED ŞİRKETİ","KONAK MAH.LEFKOŞA CAD.NO:42 ORIGAMI FLAT OFFICE KAT:6 D:44 NILÜFER/BURSA","02242370380","www.seryum.com.tr","ibrahim.ikizer@seryum.com.tr","İBRAHIM İKİZER","BURSA","NİLÜFER","28","Çözüm Geliştirme, Fonksiyonel İş Ortağı – Depo Yönetimi, Fonksiyonel İş Ortağı – İnsan Kaynakları, Kurumsal, LPT Çözüm Geliştirme, Objects Çözüm Geliştirme"
"1403842","Quantic Teknoloji Anonim Şirketi","MUALLIMKÖY MAH. DENIZ CAD. MUALLIMKÖY TTGB 1 ETAP 1.1.C1BLOK NO:148/3 İÇKAPI NO:Z01 GEBZE-İSTANBUL","05449040436","www.quanticst.com","ahmet@quanticst.com","AHMET ÖZBEY","KOCAELİ","GEBZE","1","Çözüm Geliştirme, LPT Çözüm Geliştirme"
"142114","GÖKALP BİLGİSAYAR YAZILIM PROG.VE SARF MLZ.TİC-ARİF YILDIZ","DELİVELİ MAH. MERKEZ MEVKİİ SK.NO:71/1\\nKANDIRA/KOCAELİ","05365721482","","hayatibuluk@ybbilisim.com.tr","HAYATİ BULUK","KOCAELİ","KANDIRA","2","Kobi"
"144141","AZRA İÇ VE DIŞ TİCARET - İBRAHİM ÇAKMAK","ÇAYBAŞI MAHALLESİ 1365 SK. EKTİRİR APT. NO:11/8 MURATPAŞA","02423221765","www.innovayazilim.com.tr","logo@iyb.com.tr","ORHAN ÇÖPÜROĞLU","ANTALYA","MURATPAŞA","3","Kobi"
"1446723","BERKADA BİLGİ TEKNOLOJİLERİ ŞİRKETİ LİMİTED","Lefkoşa Türk Bel./Kıbrıs","05335917543","","aykut.dulger@potanet.net","İNFO BERKADA","LEFKOŞA","LEFKOŞA","11","Kobi"
"1453255","JK YAZILIM VE DANIŞMANLIK HİZMETLERİ TİCARET LİMİTED ŞİRKETİ","MÜCAHİTLER MAH.52071 SK.MELİS APT.NO:2/A ŞEHİTKAMİL/GAZİANTEP","05426443252","","mustafa@tekinbilgisayar.net","MUSTAFA TEKİN","GAZİANTEP","ŞEHİTKAMİL","6","Kobi"
"147458","İLETİŞİM BİLGİSAYAR EĞT.GÜV.SİST.DNŞ.BKM.ONR.PAZ.SAN.VE TİC.LRD.ŞTİ.","SAHABIYE MAH. AHMET PAŞA CAD. NO:46/A","08502397930","www.iletisimbilgisayar.com","info@iletisimbilgisayar.com","ÖZGÜR ATIL ULAŞ","KAYSERİ","*","3","Kobi"
"150267","MITROSOFT INC.","İNCİLİPINAR MAH. GAZİ MUHTARPAŞA BULVARI \\nKALYON İŞ MRK. KAT:2 NO: 68","0077017448192","","azraticaret27@hotmail.com","BURHAN ÇAKMAK","ALMATİ","*","3","Yurt Dışı İş Ortağı"
"15115","A.Y.Z.YÖNETİM BİLİŞİM SİSTEMLERİ HİZMET VE TİCARET LİMİTED ŞİRKETİ","ÇAMLIK MAH.DİNÇ SK.DOĞUKAN PLAZA NO :10 İÇ KAPI NO :7 ÜMRANİYE/İSTANBUL","02164283150","www.ayz.com.tr","zekayi@atilimsoft.com","ZEKAYİ ÇETİNKAYA","SAKARYA","ADAPAZARI","3","Bulut Çözüm Geliştirme, Çözüm Geliştirme, Fonksiyonel İş Ortağı – Depo Yönetimi, Fonksiyonel İş Ortağı - İş Akış Yönetimi, Fonksiyonel İş Ortağı – İş Analitiği, Kurumsal, LPT Çözüm Geliştirme, Objects Çözüm Geliştirme"
"17577","BAYKOM BİLGİSAYAR VE İLETİŞİM HİZ. TİC. LTD. ŞTİ.","ÜÇLERBEY MAH. SERÇELİ SOKAK NO:41","03462231429","www.atlantisbilgisayar.com.tr","fatih@atlantisbilsoft.com","FATİH SARIZ","SİVAS","MERKEZ","3","Kobi"
"182203","ÇÖZÜM MARKET BİLGİSAYAR SİSTEMLERİ SAN.TİC.LTD.ŞTİ.","MAHMUDİYE MH.ZBAHCE CAD. 4819 SK.ATALAY APT.  K:2 D:4","03243360023","www.setupbilgisayar.com","zeki@setupbilgisayar.com","ZEKİ ÇIRAK","MERSİN","AKDENİZ","11","Kurumsal"
"1834","ADALYA İLETİŞİM TEKNOLOJİ GÜVENLİK SİSTEMLERİ VE BİLGİSAYAR TİCARET LTD. ŞTİ.","SERHAT MAH. 1123.CAD ASM ÖNİZ BAĞDAT PLAZA NO:3 DAİRE:133","03129631290","www.deceglobal.com.tr","info@deceglobal.com.tr","BORA DEMİR","ANKARA","YENİMAHALLE","2","Kobi"
"186459","TEMASOFT BİLİŞİM YAZILIM PROJE DAN. LTD. ŞTİ.","KONUTKENT MAH. 3035.CAD NO:74 B BLOK NO:26","03122211145","www.temasoft.com.tr","erdem@anatoliayazilim.com.tr","ERDEM YILDIZ","ANKARA","ÇANKAYA","17","Çözüm Geliştirme, Fonksiyonel İş Ortağı – İnsan Kaynakları, Kurumsal, LPT Çözüm Geliştirme, Objects Çözüm Geliştirme"
"18777","EMRAH ÇAY-BERNET BİLİŞİM YAZILIM","MİMARSİNAN MH. ZAMANTI SK. NO:17/C KOCASİNAN/KAYSERİ","08502075002","www.mhbilisim.com","mhasbahceci@mhbilisim.com","MUSTAFA HASBAHÇECİ","KAYSERİ","KOCASİNAN","1","Kobi"
"1938","ADRES BİLGİ İŞLEM TİC.LTD.ŞTİ.","DUTLUBAHÇE MH. 773 SK. SEÇKIN İŞ MERKEZI NO: 17 KAT: 2 D: 5 NO: 25/2 MERKEZ","02422449323","www.adalyateknoloji.com","fatih@adalyateknoloji.com","FATİH EROĞLU","ANTALYA","MURATPAŞA","6","Kobi"
"195194","SOFTWORLD COMPANY","ITALIAN CITY 1 NO :165 ERBIL IRAQ","+9647503642727","","mehmet@arzengroup.com","MEHMET PARLAKSOY","ERBİL","*","7","Yurt Dışı İş Ortağı"
"19967","BİLGİBANK BİLGİSAYAR DAN.VE EĞT.MERK.ÖZDEN KILIÇ CENGİZ","MUSTAFA KEMAL MH., ÇANKAYA, KOÇAK PLAZA, 5/17, 5/17","03124312275","www.besyildizbilgisayar.com","mehmet@besyildizbilgisayar.com","MEHMET ALİ BABUCCU","ANKARA","ÇANKAYA","2","Kobi"
"201329","MUHTEŞEM LALE SİPAHİOĞLU","ATATÜRK MAHALLESİ CANDARLIZADE İBRAHİMPAŞA CADDESİ NO:10 DAİRE:3","05436698349","","yonder@yonderbd.com","TURGAY PÖSTEKİ","TEKİRDAĞ","SÜLEYMANPAŞA","3","Kobi"
"20271","BİLİŞİM BİLGİSAYAR YAZILIM VE DONANIM HİZMETLERİ SANAYİ VE TİCARE LİMİTED ŞİRKETİ","RIFAT AYAYDIN CADDESİ NO:14/3 MENTEŞE - MUĞLA","05322611945","www.bernet.com.tr","bernetlogo@gmail.com","EMRAH ÇAY","MUĞLA","MENTEŞE","5","Bulut İş Ortağı, Kobi"
"20328","BİLKER BİLGİSAYAR DONANIM VE YAZILIM HİZMETLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ","ORDU CADDESİ, ATLI APARTMANI, 89, 1","03224542626","www.bilisimsoft.com.tr","mustafa@adanabilisim.com","MUSTAFA GANZA","ADANA","SEYHAN","12","Kurumsal"
"20438","BİLNET ELEKTRONİK VE BİLGİSAYAR HİZMETLERİ LİMİTED ŞİRKETİ","SİTELER ALTINAY CD. N:46/A SİTELER","03123503088","","haluk@oymaci.com","HALUK OYMACI","ANKARA","ALTINDAĞ","3","Kobi, Kurumsal"
"20510","YAVUZ KAŞOĞLU-BİLSANET TEKNOLOJİ SANAYİ VE TİCARET","KAVAKLI MAH İSTANBUL CAD.NO:27 MEYDAN KAVAKLI EVLERİ A BLOK KAT: 5 D:17 BEYLİKDÜZÜ","02128542280","www.bilsanet.com","mehmet.bircan@gizateknoloji.com","MEHMET BİRCAN","GAZİANTEP","ŞEHİTKAMİL","9","Kobi"
"210648","MEHMET KOCA OSMAN ÖZEL ORTAKLIĞI-BİLMEX BİLGİSAYAR","GEVHERNESIBE MAH. GÖK GEÇIDI SOK MESTAŞ TEĞIN PLAZ, GEVHERNESIBE MAH. GÖK GEÇIDI SOK MESTAŞ TEĞIN PLAZ, MESTAJ TEGIN PLAZA, 12/B, 12/B","03522321090","www.fabbilgisayar.com","kerem@fabbilgisayar.com","KEREM KAÇAK","KAYSERİ","KOCASİNAN","3","Kobi"
"21478","BİSTEK BİLİŞİM VE OTOMASYON PROJE TAAH. TANITIM TURZ. REKLAM GIDA MADDE. SAN. VE","İSMETPAŞA MAH. İLERİ SOK. NO:3-5/B","02862138923","www.2138923.com","atabilgisayar@hotmail.com","İSMAİL HAKKI AKAN","ÇANAKKALE","MERKEZ","3","Kobi"
"22706","BSY BİLGİ SİSTEMLERİ YAZILIM DANIŞMANLIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ","ULUYOL KIBRIS SEHİTLERİ CAD., no:75/a, ULUYOL KIBRIS SEHİTLERİ CAD., no:75/a","02242531300","www.bursabil-net.com","info@bursabil-net.com","SEDAT AÇIKGÖZ","BURSA","OSMANGAZİ","4","Kurumsal"
